quantity,price,total,item_name,items_id,invoice_id,hsn
25,360.00,9000.00,Kids Wear,34b7fef4-2f6c-4791-9fe5-733f63f5c3b2,ff8b3161-394c-422f-8d62-5f56799f4bf5,6209
45,300.00,13500.00,Cotton Shirt,378d3d77-6e09-4b10-9c4e-fb96a27f1aed,91bc26c3-cc6d-4465-afd7-8baa448687da,6105
50,300.00,15000.00,Kurta,3c3086ff-c7d1-452d-9eeb-b0f8910933df,46d2b4b5-5578-4502-b9ef-dc62260743ab,6211
1130,340.00,384200.00,Shirt1,3edd1e4a-3e2a-4d1c-b45d-48ae884dad1d,ec829873-db38-4f74-84f5-762bbc946732,HSN-1
105,300.00,31500.00,Saree,3f29db0c-5232-4158-bec3-60bcaea4dfef,f106eb7f-51eb-4f72-a848-fad37c3d0292,6204
120,330.00,39600.00,Pent,413a44c1-a033-4156-a73f-e5aeb5fae643,c0604d27-c674-47f0-8a56-5c12c4df104a,HSN-23
299,100.00,29900.00,Shirt,41e1a1d9-991f-4c5e-85f8-d655315955bb,97323c80-3dee-4beb-aaf8-0bc0394681c1,HSN2
10,20.00,200.00,Pent,43c88889-2cf7-4d37-a384-09c0f24f9067,650b1034-ec8b-4a8b-8468-5367cf832576,HSN-23
30,300.00,9000.00,Jeans,47bd8479-53fe-410d-8157-d284e9adc8f0,b47bcac6-c467-47d7-85d7-602ffd837502,6203
40,300.00,12000.00,Cotton Shirt,48fc0868-87b5-48e6-8b00-a9c1ba7c6614,4aaaf018-8987-4150-b66b-69783f38135d,6105
25,400.00,10000.00,Saree,490b2af3-a65a-44a5-8227-d8dbae4a80c1,6375e13c-a0b8-4283-ad10-9ba9c60b1621,6204
45,200.00,9000.00,T-Shirt,4c07f995-ff44-487d-a27d-f2bf19e84030,16c5aae3-5ce7-49a3-82bd-d31052445b75,6109
70,300.00,21000.00,Jeans,4cd2c9ce-d399-4ba0-a83e-fe46c6adb2b3,30c52d32-bc87-4c4a-ba4f-60f451f045b2,6203
35,300.00,10500.00,Jeans,4f2f8ab8-6aa0-46d2-8677-1e6e34f8e2ae,7a0aca9b-36e3-496b-85f3-3f3e1f2e0aa3,6203
75,300.00,22500.00,Kurta,50c212d8-c332-4a78-bfeb-bb0984b2d0bf,9c0ae16e-7c58-4cac-ad41-dfe9aa408854,6211
60,300.00,18000.00,T-Shirt,52cc1a11-5464-460d-9e16-be1c22dfb75e,4c3b860e-44fc-4923-b774-e47a46ba7e34,6109
20,300.00,6000.00,Kurta,549f1542-39ce-4ba7-be2c-88908d471eee,6fdc17c6-d421-4dae-971a-a65c9c95d95f,6211
25,400.00,10000.00,Cotton Shirt,56f6174b-ecbb-411b-914a-0991c8e85f75,6375e13c-a0b8-4283-ad10-9ba9c60b1621,6105
25,400.00,10000.00,Jeans,579a7a82-c55b-44b9-bfb1-f0cefdb4704d,fa580dd3-8a24-4e34-94de-a08ddfac14fb,6203
30,400.00,12000.00,Kurta,5b2c96b7-a023-415a-b0ed-27de954a1ada,f21ec438-81ae-41b9-b47c-89d59be582b4,6211
50,300.00,15000.00,Cotton Shirt,5bce7310-b42c-40ea-8531-5a1fff484837,947aa1fd-0cfa-4996-8aea-0355686ce8b3,6105
180,300.00,54000.00,T-Shirt,5c349c28-ebfe-42b7-8e99-9153f01eb1f7,04492074-8a61-4902-a655-2dc21dbaba96,6109
90,300.00,27000.00,Jeans,5e8767f9-aa56-4aa7-ae08-99f745d5918f,67229c25-589e-45d6-b9ca-584ece80254e,6203
40,300.00,12000.00,Jeans,5f8666c2-1621-4c78-8561-82385d1ce120,5114cf9b-0c24-4488-ac5c-7d51ffcbb696,6203
20,400.00,8000.00,Kurta,641d3f36-a19f-410a-ae15-96f2ecfab517,752a07a4-f82d-453c-a067-5183bf9aa9ac,6211
35,300.00,10500.00,Kids Wear,6614b9cb-010a-4dea-83e0-3486be70de31,d9783342-8c7e-4a54-b34f-5162ce4d76e8,6209
90,300.00,27000.00,Cotton Shirt,675f5505-17bf-44e6-9599-673a08a10463,f106eb7f-51eb-4f72-a848-fad37c3d0292,6105
105,300.00,31500.00,Cotton Shirt,69565256-5806-459d-8ffc-ce2524c33c80,bbb1c1db-ba11-427b-93f2-f64b7f0e11b8,6105
30,400.00,12000.00,T-Shirt,6b66cc86-b5fe-495a-bc10-d34cf428fb98,c9f24a01-5716-4a3a-aea3-ef9d51c90b40,6109
70,300.00,21000.00,Jeans,6d5b1502-59d2-4f48-bf83-8e3bc57b4d9a,4c3b860e-44fc-4923-b774-e47a46ba7e34,6203
50,400.00,20000.00,Saree,6dd40023-6b63-461a-bcd2-76734c40b910,50927e26-4e75-462c-9dcd-596ba9c3049c,6204
10,10.00,100.00,Desktop App,6f437820-ea50-4ea3-8d34-20a818bda0ed,c1e3e325-c5f6-4e15-9715-8fd4b2e2b814,
50,300.00,15000.00,Saree,73306ac8-3930-4a64-b0bc-9b2775521d11,3fcfa64a-a3f0-403a-80d4-c4cecbab246f,6204
40,300.00,12000.00,Saree,75618364-094e-4564-8a53-7ad199b8b45f,ea5ad2a8-c342-4c7a-8e6a-3ebede82ee85,6204
40,300.00,12000.00,Jeans,7814ce75-e202-483b-8b6e-18cbbbddd6b7,4b6d837a-92d9-4670-ac8f-84b185f79350,6203
25,420.00,10500.00,Saree,7a70f44c-6112-483f-a0e3-9b37959ea37e,80c7df33-fb58-4d5a-851b-338c9079b37e,6204
20,400.00,8000.00,Cotton Shirt,7a96637b-c8e3-48e0-8027-09f0438431c9,39ff642b-642a-4b0a-8182-88908d622a5e,6105
40,175.00,7000.00,T-Shirt,7ddfcd68-80f6-4afa-b24b-a08d8ce9755f,50927e26-4e75-462c-9dcd-596ba9c3049c,6109
40,300.00,12000.00,Kids Wear,7eb2a745-6de3-4963-9042-b2b31d3ab011,947aa1fd-0cfa-4996-8aea-0355686ce8b3,6209
30,300.00,9000.00,Kurta,7fe65957-2d85-4a0a-b14e-0db60a6102cb,b47bcac6-c467-47d7-85d7-602ffd837502,6211
40,150.00,6000.00,T-Shirt,80d6ca17-e6e6-4697-9167-dbf66ee4e51b,f26214b2-d79f-482f-9d05-cc1668f8d8df,6109
40,300.00,12000.00,T-Shirt,80ed788f-b80e-45bc-a2b0-b8f5ff23c618,6d74168d-0dba-47f9-94cd-a5953e06fc84,6109
60,300.00,18000.00,Kurta,866f36cd-5436-4799-99e1-470dc38c17fd,1ef5a418-1f7f-414e-a635-b6fc387d81d8,6211
65,300.00,19500.00,T-Shirt,89aaee41-b1fd-4d74-84cc-44788c14331b,cbaa3367-c17b-4ed1-871c-ff309133bf63,6109
135,300.00,40500.00,Jeans,8af17965-5bbf-41cd-96b2-e738cf067a1e,b8fb4dac-c370-49d7-8fcf-7b956290a8b2,6203
50,300.00,15000.00,Kurta,8b5ec734-5ed7-45af-9913-20118de3e4dc,d6dbf219-c5fa-4a07-b87b-c97594399b68,6211
60,300.00,18000.00,Saree,8bf0e394-da36-475e-93f2-262d0cd43f85,1ef5a418-1f7f-414e-a635-b6fc387d81d8,6204
25,400.00,10000.00,Kurta,8c44c295-7eeb-40fb-a2ce-2382d18f4961,f0ab12b3-d407-4dca-8fa3-7fda98e63fc9,6211
40,300.00,12000.00,Jeans,8cc51611-2ab6-4e46-8ff0-659c03e46b46,823c7b5f-aa3d-4f32-9c75-5129ebf8e002,6203
25,400.00,10000.00,Jeans,94450984-327a-411a-bccb-38e676e3cc78,39ff642b-642a-4b0a-8182-88908d622a5e,6203
35,300.00,10500.00,Jeans,948cc100-86b5-423c-b1de-7381c7833199,fcea0160-00f4-49c8-9099-8f9120c03657,6203
150,300.00,45000.00,T-Shirt,94bb79eb-ac22-4a36-9364-b7dbc58fe433,5f7118fd-2259-4d83-afe8-81aa05721342,6109
40,300.00,12000.00,T-Shirt,96d2a8c8-8f8f-47b7-b4bb-03a64405f1b3,db70b4bd-2bc3-436f-aec4-fa21d30be0b9,6109
40,400.00,16000.00,Saree,9752dba0-8551-4b78-8e24-b3d94ad2aae2,f0ab12b3-d407-4dca-8fa3-7fda98e63fc9,6204
30,300.00,9000.00,Kurta,980dc149-6d6c-40e4-a27c-8ef68c59b30d,ff8b3161-394c-422f-8d62-5f56799f4bf5,6211
40,300.00,12000.00,Kids Wear,9972a4d0-a336-404e-b390-242791456337,004b5bfc-ff32-4d55-97b0-9f25dabf045b,6209
20,400.00,8000.00,T-Shirt,99da147a-2f7a-45e2-b679-e11092883fea,f21ec438-81ae-41b9-b47c-89d59be582b4,6109
20,400.00,8000.00,Saree,9b40cd4e-3cda-443e-a3bc-6d28d78d3f42,576ea148-ed7c-4843-b1db-f72523e34bcd,6204
25,3100.00,77500.00,Cotton Shirt,9bce57c1-4fe2-43c4-ab5e-fcf037eda3b6,b7981766-9437-4a64-a4c8-ff7c055cfc6c,6105
70,300.00,21000.00,Kurta,9cb6fff6-7ede-47ae-879e-21e1a5601c1e,922c33b3-76ed-4b1d-b0d3-a6b777606922,6211
70,300.00,21000.00,Cotton Shirt,9e0e10d4-471c-4ae9-b242-75458898b255,673c6e9a-668e-4d3d-8257-d5f66d5e7ec3,6105
60,300.00,18000.00,Cotton Shirt,a16c170f-3696-4df3-82df-5dbe15543376,6dc2da0e-ce1e-4844-8543-deda217b92c8,6105
20,400.00,8000.00,Cotton Shirt,a18939c7-729a-4dd3-8ebd-4f648ac46102,b9c0c262-06f6-4678-a22a-ea68dfa87ad6,6105
45,300.00,13500.00,Cotton Shirt,a43addf8-8a46-48af-b7b9-bf992e58c4e3,ea5ad2a8-c342-4c7a-8e6a-3ebede82ee85,6105
30,300.00,9000.00,Kids Wear,a53f76b9-f79b-4867-babf-d615a5776425,db70b4bd-2bc3-436f-aec4-fa21d30be0b9,6209
40,300.00,12000.00,Saree,a772fd6d-7e4c-422f-8367-80aa634ba09d,7a0aca9b-36e3-496b-85f3-3f3e1f2e0aa3,6204
30,300.00,9000.00,Kids Wear,a7da0f7b-d5bd-44ce-81dc-ddbb174069f0,b6a5ced0-fa79-4ec0-b796-6563c6407265,6209
30,300.00,9000.00,Cotton Shirt,a8ef4df2-6866-4292-bf5d-aca629253f69,6d74168d-0dba-47f9-94cd-a5953e06fc84,6105
35,300.00,10500.00,T-Shirt,aaa0743b-be94-406a-8116-740154a60213,fcea0160-00f4-49c8-9099-8f9120c03657,6109
90,300.00,27000.00,Kids Wear,ac3b7cc7-28af-4e92-9cb5-f0e45e24a389,5569ae00-6f26-4561-b1c7-afcf470a865e,6209
120,400.00,48000.00,Saree,ad5c58f1-2469-4c83-9c6b-2600c89aed4e,64306eea-50fd-472b-a24c-37d4cfb31318,6204
50,300.00,15000.00,Jeans,ad92fc13-e9d0-4329-ba6d-9946c2eeef49,91bc26c3-cc6d-4465-afd7-8baa448687da,6203
40,375.00,15000.00,Jeans,adbbe4ac-f939-4d97-884b-edaca7487f49,1d7057cb-2252-412c-be6e-de31afbc623c,6203
30,200.00,6000.00,T-Shirt,aef6fec8-dd33-4f6f-ad30-f4024a814c6d,387fe298-f9ff-4f17-a1d3-68fb7f2fef02,6109
30,300.00,9000.00,Saree,b5a49b04-7450-4007-9a51-02be95d19d8f,f2f2b117-710c-4a87-92f4-48e1f02b5ccb,6204
30,500.00,15000.00,Saree,bbab2302-2d65-4b84-9307-cafa8280f637,f26214b2-d79f-482f-9d05-cc1668f8d8df,6204
60,300.00,18000.00,Saree,bcbc0cc9-1361-43f1-89d8-c096635608a5,6065edd5-1770-42bb-b147-3fc6a869c050,6204
90,300.00,27000.00,Kids Wear,bf23021f-9a44-4b6d-99b4-39922cff71ad,04492074-8a61-4902-a655-2dc21dbaba96,6209
75,400.00,30000.00,Kurta,c1f227e9-093e-4685-9d55-fb54fe601055,64306eea-50fd-472b-a24c-37d4cfb31318,6211
40,200.00,8000.00,T-Shirt,c7464c14-8fa6-4805-b34a-34ad871f0569,1a26c46b-2d66-4ea9-8e26-98d3695935ec,6109
30,300.00,9000.00,Jeans,c83b9336-b739-40b8-b548-90b7618bf2dd,774cbb47-786c-4d14-a0a6-559605f92f81,6203
40,300.00,12000.00,Kurta,c94597bf-ab48-4ba4-8bdf-4829ae2380f1,ea572662-824d-484f-8540-3200c74a3511,6211
50,300.00,15000.00,Cotton Shirt,c9989ed5-9534-4aaf-84a8-003bc3760896,f2f2b117-710c-4a87-92f4-48e1f02b5ccb,6105
90,300.00,27000.00,Kurta,cba9a204-abfd-4d1e-98fa-54bc8c2a4038,67229c25-589e-45d6-b9ca-584ece80254e,6211
20,500.00,10000.00,Jeans,d1d216f4-1c6b-435f-b057-6c0948a57b3e,1a26c46b-2d66-4ea9-8e26-98d3695935ec,6203
25,300.00,7500.00,Kurta,d3a59c20-f3d4-43f1-8421-24c64e5dcb6a,26add712-a4bd-4885-9cc4-f6f7f54ade4f,6211
35,300.00,10500.00,Cotton Shirt,d5167a2d-9197-4c46-ad02-790abdd99bb2,e438d70d-4b0f-49c9-a52d-21cf345946f6,6105
60,300.00,18000.00,Saree,d575a71b-0652-4ceb-ab09-f62143d70d0f,6dc2da0e-ce1e-4844-8543-deda217b92c8,6204
40,300.00,12000.00,Kurta,d6897522-58e4-43d3-87ea-5b5855eccfcd,71d0c71e-e1bc-4164-ba8f-0138305db32b,6211
30,400.00,12000.00,Kurta,d7cc2eed-5bc9-4b87-83c9-5c4f287b474e,576ea148-ed7c-4843-b1db-f72523e34bcd,6211
120,300.00,36000.00,Kids Wear,d9efc111-5225-41ff-bb7a-0d520d7a25bb,436e816c-5ef8-47e2-9dc7-719b30775adb,6209
150,300.00,45000.00,Kurta,dcb146fc-6041-4a6a-ad87-1dc5b16bbb34,5f7118fd-2259-4d83-afe8-81aa05721342,6211
120,300.00,36000.00,Saree,df66b62b-972e-493f-a784-f3b06357c0cc,bbb1c1db-ba11-427b-93f2-f64b7f0e11b8,6204
35,400.00,14000.00,Kurta,e395423c-9db3-46c5-a53c-1002287ac91a,144f1dad-5929-4619-8807-556f3e3855f1,6211
60,300.00,18000.00,Kurta,e4f4dac6-3ca0-4ec0-8bf4-69b9c63a7043,5114cf9b-0c24-4488-ac5c-7d51ffcbb696,6211
30,300.00,9000.00,Saree,e63653a6-3d07-433d-a17f-eb5d7cbf7067,26add712-a4bd-4885-9cc4-f6f7f54ade4f,6204
30,300.00,9000.00,Jeans,e7e8f9e0-4aea-4fbd-812e-a253c326d93f,95424dd5-1614-4ed5-8bd3-a0fea14902d2,6203
100,23.00,2300.00,Pent,e980b353-1de2-461f-abf7-40d4201ad3e6,97323c80-3dee-4beb-aaf8-0bc0394681c1,HSN1
30,400.00,12000.00,Saree,edf6463b-d074-4e30-b9dc-7419bd723cfb,387fe298-f9ff-4f17-a1d3-68fb7f2fef02,6204
30,400.00,12000.00,Kids Wear,f0a41799-422b-4897-9297-6102565956e7,144f1dad-5929-4619-8807-556f3e3855f1,6209
18,300.00,5400.00,Kurta,f10f0cc8-5eef-4aab-b339-9b2054137de3,774cbb47-786c-4d14-a0a6-559605f92f81,6211
135,300.00,40500.00,Cotton Shirt,f1f0b2b9-f740-460b-95ce-8c573c61a7b8,b8fb4dac-c370-49d7-8fcf-7b956290a8b2,6105
30,300.00,9000.00,Cotton Shirt,f2660e69-6f2e-4dae-b31f-6c6e69f64def,d9783342-8c7e-4a54-b34f-5162ce4d76e8,6105
80,300.00,24000.00,T-Shirt,f28ccfee-3357-4de5-b276-16d0f996d7ad,34e85cfa-5859-410f-9164-1ec8d6be8bd5,6109
70,300.00,21000.00,T-Shirt,f32d3b9a-a3ab-4f36-9800-15d1cbbb2549,673c6e9a-668e-4d3d-8257-d5f66d5e7ec3,6109
113,330.00,37290.00,Shirt,f46d45df-be92-4561-97f2-257af893b4ac,c1fc0593-9021-4176-8431-053c2917264a,HSN-23
20,500.00,10000.00,Jeans,f6a5e8f1-8721-4a57-a021-4fad656cd53d,6fdc17c6-d421-4dae-971a-a65c9c95d95f,6203
20,400.00,8000.00,Saree,f7e3115a-e86d-45c2-8e71-7c325af8e2f8,b9c0c262-06f6-4678-a22a-ea68dfa87ad6,6204
45,300.00,13500.00,Saree,fa519bce-2e39-4493-a4b2-726f36f33010,4aaaf018-8987-4150-b66b-69783f38135d,6204
35,300.00,10500.00,T-Shirt,fa764ebf-e83c-4557-a374-edb35d94fe0e,26b34183-801e-4ff9-bc4a-5fa79f50e7ed,6109
75,300.00,22500.00,Jeans,fa923712-eb33-46e7-8db9-ced99f0955a2,9c0ae16e-7c58-4cac-ad41-dfe9aa408854,6203
40,300.00,12000.00,Cotton Shirt,fb6e7d68-2daf-4fba-ada8-9cd66bf5ad77,26b34183-801e-4ff9-bc4a-5fa79f50e7ed,6105
65,300.00,19500.00,Cotton Shirt,fd944d11-d9dc-4901-9672-34b9019a7576,cbaa3367-c17b-4ed1-871c-ff309133bf63,6105
80,300.00,24000.00,Kids Wear,fe12437d-0b6d-48ea-8b04-25c8dedeeaf5,30c52d32-bc87-4c4a-ba4f-60f451f045b2,6209
30,300.00,9000.00,Kurta,ffc33b6c-deb8-4ca5-a114-ed1df637ca37,b6a5ced0-fa79-4ec0-b796-6563c6407265,6211
